 Substation Name, Nominal Voltage (kV), Redacted Data, Residential Customer Count, Commercial Customer Count, Industrial Customer Count, Agricultural Customer Count, Other Customers, Existing Distributed Generation (kW), Queued Distributed Generation (kW), Total Distributed Generation (kW),OBJECTID,feederid,feeder_name,division,last_update_on_map
VACAVILLE,12kV,No,1455,131,58,0,7,2610,70,2680,1907,063601110,VACAVILLE 1110,North Bay,6/2/2025 1:21:05 AM
SWIFT,21kV,No,5966,231,64,0,15,9660,660,10320,1908,083392108,SWIFT 2108,San Jose,6/2/2025 1:21:05 AM
DUNBAR,12kV,No,2207,184,26,46,6,4700,540,5240,1909,043071102,DUNBAR 1102,Sonoma,6/2/2025 1:21:05 AM
MOSHER,21kV,No,3904,68,38,2,6,9220,580,9800,1910,163722108,MOSHER 2108,Stockton,6/2/2025 1:21:05 AM
GOLDTREE,12kV,Yes,1512,194,65,3,7,6050,10,6060,1911,182581105,GOLDTREE 1105,Los Padres,11/3/2025 11:41:51 AM
FAIRMOUNT,4.16kV,No,1331,51,4,0,5,1130,20,1150,1912,012650401,FAIRMOUNT 0401,East Bay,6/2/2025 1:21:05 AM
BAY MEADOWS,12kV,No,5714,353,162,0,14,2520,80,2600,1913,024011106,BAY MEADOWS 1106,Peninsula,6/2/2025 1:21:05 AM
BRENTWOOD,21kV,No,2876,469,210,0,19,8820,300,9120,1914,014592106,BRENTWOOD 2106,Diablo,6/2/2025 1:21:05 AM
SALT SPRINGS,21kV,Yes,343,47,7,0,9,6110,300,6410,1915,163692101,SALT SPRINGS 2101,Stockton,6/2/2025 1:21:05 AM
OAKLAND J,4.16kV,Yes,1267,61,8,0,,235,260,495,1916,012090401,OAKLAND J 0401,East Bay,10/1/2025 7:51:53 AM
BALCH NO 1,12kV,No,36,18,0,0,,0,0,0,1917,252501101,BALCH NO 1 1101,Fresno,10/1/2025 7:51:54 AM
CHESTER,12kV,No,524,131,18,0,0,230,30,260,1918,103181102,CHESTER 1102,North Valley,6/2/2025 1:21:05 AM
EMBARCADERO (Z),12kV,Yes,1048,72,77,0,19,170,70,240,1919,022871119,EMBARCADERO (Z) 1119,San Francisco,6/2/2025 1:21:05 AM
MENDOTA,12kV,Yes,987,205,44,89,22,7400,1620,9020,1920,252311102,MENDOTA 1102,Yosemite,6/2/2025 1:21:05 AM
PLACERVILLE,21kV,No,4918,396,46,18,1,18910,970,19880,1921,153082106,PLACERVILLE 2106,Sierra,6/2/2025 1:21:05 AM
ROSSMOOR,12kV,Yes,1509,109,37,0,11,960,70,1030,1922,014161105,ROSSMOOR 1105,Diablo,6/2/2025 1:21:05 AM
CHICO A,12kV,Yes,458,50,15,0,4,4900,0,4900,1923,102051101,CHICO A 1101,North Valley,6/2/2025 1:21:05 AM
FRANKLIN,12kV,No,2165,173,35,0,7,4310,2730,7040,1924,013921101,FRANKLIN 1101,East Bay,6/2/2025 1:21:05 AM
HICKS,12kV,No,1184,33,18,0,2,1340,70,1410,1925,083431112,HICKS 1112,San Jose,6/2/2025 1:21:05 AM
LIVE OAK,12kV,No,1805,208,28,371,0,6130,10930,17060,1926,153771104,LIVE OAK 1104,Sacramento,6/2/2025 1:21:05 AM
ROB ROY,21kV,No,5759,389,49,147,23,8670,1720,10390,1927,083692104,ROB ROY 2104,Central Coast,6/2/2025 1:21:05 AM
ESTUDILLO,4.16kV,No,721,51,13,0,,690,774,1464,1928,013480401,ESTUDILLO 0401,Mission,10/1/2025 7:51:54 AM
ELECTRA,12kV,No,1736,138,21,10,10,5190,370,5560,1929,162161101,ELECTRA 1101,Stockton,6/2/2025 1:21:05 AM
SOLEDAD,21kV,Yes,500,82,16,93,3,8490,980,9470,1930,182052105,SOLEDAD 2105,Central Coast,6/2/2025 1:21:05 AM
CARNERAS,12kV,Yes,1,4,2,6,0,0,0,0,1931,252321102,CARNERAS 1102,Kern,6/2/2025 1:21:05 AM
TERMINOUS,12kV,Yes,122,36,5,139,7,980,10,990,1932,163021103,TERMINOUS 1103,Stockton,6/2/2025 1:21:05 AM
SANGER,12kV,No,921,32,0,19,5,2520,20,2540,1933,252351116,SANGER 1116,Fresno,6/2/2025 1:21:05 AM
SYCAMORE CREEK,12kV,No,2238,284,68,0,10,3300,660,3960,1934,102971102,SYCAMORE CREEK 1102,North Valley,6/2/2025 1:21:05 AM
MAGUNDEN,12kV,No,1663,71,17,0,3,1780,110,1890,1935,252771105,MAGUNDEN 1105,Kern,6/2/2025 1:21:05 AM
MOLINO,12kV,No,3498,276,48,108,16,6830,920,7750,1936,042571103,MOLINO 1103,Sonoma,6/2/2025 1:21:05 AM
PEABODY,21kV,No,5399,141,36,1,6,11250,820,12070,1937,063642112,PEABODY 2112,North Bay,6/2/2025 1:21:05 AM
SF E,4.16kV,No,1839,86,27,0,4,210,10,220,1938,022070406,SF E 0406,San Francisco,6/2/2025 1:21:05 AM
BERKELEY T,4.16kV,No,62,6,0,0,2,0,0,0,1939,012660404,BERKELEY T 0404,East Bay,6/2/2025 1:21:05 AM
OAKLAND D,12kV,Yes,1953,221,107,1,5,790,90,880,1940,012041111,OAKLAND D 1111,East Bay,6/2/2025 1:21:05 AM
HAMMER,12kV,No,596,258,86,0,8,2460,100,2560,1941,163301108,HAMMER 1108,Stockton,6/2/2025 1:21:05 AM
BAY MEADOWS,21kV,No,3269,212,117,0,19,5170,1150,6320,1942,024012102,BAY MEADOWS 2102,Peninsula,6/2/2025 1:21:05 AM
MESA,12kV,No,1625,249,65,153,8,3490,12210,15700,1943,182821101,MESA 1101,Los Padres,6/2/2025 1:21:05 AM
BONNIE NOOK,12kV,No,48,1,0,0,0,10,0,10,1944,152301101,BONNIE NOOK 1101,Sierra,6/2/2025 1:21:05 AM
STOCKTON A,12kV,Yes,605,83,56,0,13,510,350,860,1945,162371101,STOCKTON A 1101,Stockton,6/2/2025 1:21:05 AM
LOS OSITOS,12kV,No,1013,29,6,17,6,1250,80,1330,1946,182031105,KING CITY 1105,Central Coast,6/2/2025 1:21:05 AM
CUYAMA,12kV,Yes,259,60,19,51,0,280,11680,11960,1947,253141103,CUYAMA 1103,Kern,6/2/2025 1:21:05 AM
LIVERMORE,12kV,No,854,39,22,0,4,2550,30,2580,1948,012141101,LIVERMORE 1101,Mission,10/1/2025 11:34:20 AM
GREENBRAE,12kV,Yes,1932,154,40,0,10,1440,130,1570,1949,043091103,GREENBRAE 1103,Sonoma,6/2/2025 1:21:05 AM
BIG BASIN,12kV,No,2104,207,29,0,4,1870,150,2020,1950,082841101,BIG BASIN 1101,Central Coast,6/2/2025 1:21:05 AM
EL CERRITO G,12kV,No,5373,157,16,0,9,8400,600,9000,1951,012501105,EL CERRITO G 1105,East Bay,6/2/2025 1:21:05 AM
WHEELER RIDGE,12kV,Yes,70,55,18,121,26,860,26600,27460,1952,253481101,WHEELER RIDGE 1101,Kern,6/2/2025 1:21:05 AM
EUREKA E,12kV,Yes,1310,295,69,0,7,160,350,510,1953,192331105,EUREKA E 1105,Humboldt,6/2/2025 1:21:05 AM
FORT BRAGG A,12kV,No,2503,131,18,2,6,1940,640,2580,1954,042761104,FORT BRAGG A 1104,Humboldt,6/2/2025 1:21:05 AM
SYCAMORE CREEK,12kV,No,1267,47,6,1,2,3620,80,3700,1955,102971103,SYCAMORE CREEK 1103,North Valley,6/2/2025 1:21:05 AM
ANDERSON,12kV,No,1550,156,73,3,6,3480,90,3570,1956,103261101,ANDERSON 1101,North Valley,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,2013,225,186,0,14,3810,1370,5180,1957,014232106,SAN RAMON 2106,Mission,6/2/2025 1:21:05 AM
,12kV,No,912,153,9,0,6,790,10,800,1958,152101101,ALLEGHANY 1101,Sierra,6/2/2025 1:21:05 AM
RIVERBANK,17kV,No,1042,98,7,160,1,3560,5580,9140,1959,163191712,RIVERBANK 1712,Yosemite,6/2/2025 1:21:05 AM
CHEROKEE,12kV,No,629,446,132,40,29,2540,170,2710,1960,163651101,CHEROKEE 1101,Stockton,6/2/2025 1:21:05 AM
COLUMBUS,12kV,No,1769,146,76,0,11,5590,220,5810,1961,253951110,COLUMBUS 1110,Kern,6/2/2025 1:21:05 AM
MISSION (X),12kV,No,3198,363,129,1,19,1010,10,1020,1962,022011124,MISSION (X) 1124,San Francisco,6/2/2025 1:21:05 AM
MIDDLETOWN,12kV,No,1766,271,32,30,7,2470,2650,5120,1963,043141101,MIDDLETOWN 1101,Humboldt,6/2/2025 1:21:05 AM
BORDEN,12kV,No,1700,74,18,46,10,6010,90,6100,1964,255121102,BORDEN 1102,Yosemite,6/2/2025 1:21:05 AM
MONROE,21kV,No,426,443,174,5,12,2160,1390,3550,1965,043302102,MONROE 2102,Sonoma,6/2/2025 1:21:05 AM
WOLFE,12kV,No,2097,139,71,0,6,2300,940,3240,1966,083671109,WOLFE 1109,De Anza,6/2/2025 1:21:05 AM
CHOWCHILLA,12kV,No,459,76,18,220,7,3880,5240,9120,1967,254101104,CHOWCHILLA 1104,Yosemite,6/2/2025 1:21:05 AM
RUSSELL,4.16kV,No,1617,105,13,0,7,510,30,540,1968,013310401,RUSSELL 0401,East Bay,6/2/2025 1:21:05 AM
MENLO,4.16kV,No,817,40,3,0,3,1420,120,1540,1969,024130401,MENLO 0401,Peninsula,6/2/2025 1:21:05 AM
PACIFICA,12kV,Yes,1178,74,45,2,3,830,50,880,1970,022811104,PACIFICA 1104,Peninsula,6/2/2025 1:21:05 AM
SAN RAFAEL,12kV,No,4099,353,54,0,,6126,6809,12935,1971,042011104,SAN RAFAEL 1104,North Bay,10/1/2025 7:51:55 AM
NOVATO,12kV,Yes,463,51,23,0,4,1400,510,1910,1972,042211102,NOVATO 1102,Sonoma,6/2/2025 1:21:05 AM
KERMAN,12kV,No,2314,139,9,230,,6714,7966,14680,1973,252711102,KERMAN 1102,Fresno,10/1/2025 7:51:52 AM
HOLLYWOOD,4.16kV,No,1475,35,6,0,1,1260,120,1380,1974,013170401,HOLLYWOOD 0401,East Bay,10/1/2025 11:34:22 AM
EL CAPITAN,12kV,No,2967,239,77,3,27,2320,170,2490,1975,253881106,EL CAPITAN 1106,Yosemite,6/2/2025 1:21:05 AM
JAMESON,12kV,Yes,1398,63,20,2,15,2530,200,2730,1976,063801103,JAMESON 1103,North Bay,6/2/2025 1:21:05 AM
WILKINS SLOUGH,12kV,Yes,30,18,1,66,1,1650,550,2200,1977,062771103,WILKINS SLOUGH 1103,Sacramento,6/2/2025 1:21:05 AM
COLUMBUS,12kV,Yes,1631,41,9,0,4,4390,4010,8400,1978,253951103,COLUMBUS 1103,Kern,6/2/2025 1:21:05 AM
HARTLEY,12kV,No,2617,417,56,65,2,4190,680,4870,1979,043211101,HARTLEY 1101,Humboldt,6/2/2025 1:21:05 AM
RANDOLPH,4.16kV,No,1150,55,3,0,4,470,50,520,1980,022590403,RANDOLPH 0403,San Francisco,6/2/2025 1:21:05 AM
LODI,12kV,No,1676,150,33,157,6,3710,430,4140,1981,162111101,LODI 1101,Stockton,6/2/2025 1:21:05 AM
SARATOGA,12kV,No,5559,171,43,0,11,5510,920,6430,1982,083371114,SARATOGA 1114,De Anza,6/2/2025 1:21:05 AM
MESA,12kV,No,7223,406,92,98,,14446,15997,30443,1983,182821103,MESA 1103,Los Padres,11/3/2025 11:44:13 AM
COALINGA NO 1,12kV,No,1436,208,36,1,5,1850,50,1900,1984,252161106,COALINGA NO 1 1106,Fresno,6/2/2025 1:21:05 AM
FULTON,12kV,No,1807,351,136,107,16,7410,850,8260,1985,042561102,FULTON 1102,Sonoma,6/2/2025 1:21:05 AM
MONARCH,4.16kV,No,719,26,4,0,4,400,20,420,1986,162300403,MONARCH 0403,Stockton,6/2/2025 1:21:05 AM
HENRIETTA,12kV,Yes,18,11,16,53,5,970,0,970,1987,252681104,HENRIETTA 1104,Fresno,6/2/2025 1:21:05 AM
BELLE HAVEN,4.16kV,No,435,33,13,1,13,440,10,450,1988,024020403,BELLE HAVEN 0403,Peninsula,6/2/2025 1:21:05 AM
21ST AVENUE,4.16kV,No,1312,37,8,0,2,470,30,500,1989,022550402,21ST AVENUE 0402,San Francisco,6/2/2025 1:21:05 AM
STANISLAUS,17kV,No,1926,220,19,7,29,2340,220,2560,1990,162821701,STANISLAUS 1701,Stockton,6/2/2025 1:21:05 AM
LOYOLA,12kV,No,2745,160,40,3,26,9800,1040,10840,1991,082161102,LOYOLA 1102,De Anza,6/2/2025 1:21:05 AM
SAN JOSE A,4.16kV,No,989,47,2,0,3,940,40,980,1992,082250410,SAN JOSE A 0410,San Jose,6/2/2025 1:21:05 AM
TASSAJARA,21kV,No,3645,166,58,0,32,6550,240,6790,1993,014662107,TASSAJARA 2107,Diablo,6/2/2025 1:21:05 AM
OROSI,12kV,No,2478,227,41,338,7,2880,970,3850,1994,252841104,OROSI 1104,Fresno,6/2/2025 1:21:05 AM
TARAVAL,4.16kV,No,1413,79,8,0,4,270,40,310,1995,022500403,TARAVAL 0403,San Francisco,6/2/2025 1:21:05 AM
EIGHT MILE,21kV,No,2671,50,3,1,3,7460,300,7760,1996,163912105,EIGHT MILE 2105,Stockton,6/2/2025 1:21:05 AM
PLEASANT GROVE,21kV,No,3367,296,188,0,18,6440,3050,9490,1997,152442107,PLEASANT GROVE 2107,Sierra,6/2/2025 1:21:05 AM
CATLETT,12kV,No,488,127,23,166,2,1930,210,2140,1998,153761102,CATLETT 1102,Sacramento,6/2/2025 1:21:05 AM
KIRKER,21kV,No,2052,286,195,0,18,4290,3290,7580,1999,014452109,KIRKER 2109,Diablo,6/2/2025 1:21:05 AM
PARKWAY,12kV,No,3111,47,10,0,7,4620,200,4820,2000,042051102,PARKWAY 1102,North Bay,6/2/2025 1:21:05 AM
CALIFORNIA AVE,12kV,Yes,1373,49,27,2,10,7340,2190,9530,2001,252281108,CALIFORNIA AVE 1108,Fresno,6/2/2025 1:21:05 AM
PUEBLO,21kV,No,2941,124,29,0,6,3640,410,4050,2002,043292101,PUEBLO 2101,North Bay,6/2/2025 1:21:05 AM
TEJON,12kV,Yes,503,146,86,33,29,1890,2230,4120,2003,252931102,TEJON 1102,Kern,6/2/2025 1:21:05 AM
PARKWAY,12kV,Yes,1889,109,36,0,23,7970,270,8240,2004,042051101,PARKWAY 1101,North Bay,6/2/2025 1:21:05 AM
MAGUNDEN,12kV,No,1382,68,25,0,5,4820,240,5060,2005,252771104,MAGUNDEN 1104,Kern,6/2/2025 1:21:05 AM
CANAL,12kV,No,1661,114,94,6,19,3010,5280,8290,2006,252091106,CANAL 1106,Yosemite,6/2/2025 1:21:05 AM
WAHTOKE,12kV,Yes,869,139,17,513,4,5620,5000,10620,2007,254531108,WAHTOKE 1108,Fresno,6/2/2025 1:21:05 AM
BRUNSWICK,12kV,No,2337,340,69,1,10,2140,250,2390,2008,152481107,BRUNSWICK 1107,Sierra,6/2/2025 1:21:05 AM
MORMON,12kV,No,887,107,19,303,4,5430,2840,8270,2009,163211101,MORMON 1101,Stockton,6/2/2025 1:21:05 AM
SONOMA,12kV,No,3183,317,59,7,20,2150,410,2560,2010,042721102,SONOMA 1102,Sonoma,6/2/2025 1:21:05 AM
PLAINFIELD,12kV,No,868,70,18,71,1,5530,910,6440,2011,063441101,PLAINFIELD 1101,Sacramento,6/2/2025 1:21:05 AM
SF M,4.16kV,No,1295,48,9,0,9,690,40,730,2012,022270403,SF M 0403,San Francisco,6/2/2025 1:21:05 AM
LEMOORE,12kV,No,2244,135,25,172,6,5850,810,6660,2013,253601101,LEMOORE 1101,Fresno,6/2/2025 1:21:05 AM
MENLO,4.16kV,No,975,45,3,0,4,1660,180,1840,2014,024130403,MENLO 0403,Peninsula,6/2/2025 1:21:05 AM
PUEBLO,12kV,Yes,1930,256,59,22,6,1420,280,1700,2015,043291102,PUEBLO 1102,North Bay,6/2/2025 1:21:05 AM
GRAND ISLAND,21kV,No,954,216,28,190,4,1390,370,1760,2016,062462223,GRAND ISLAND 2223,Sacramento,6/2/2025 1:21:05 AM
HIGHWAY,12kV,Yes,15,49,58,0,1,4230,1290,5520,2017,042651107,HIGHWAY 1107,North Bay,6/2/2025 1:21:05 AM
EL CERRITO G,12kV,Yes,1900,215,101,0,20,530,150,680,2018,012501109,EL CERRITO G 1109,East Bay,6/2/2025 1:21:05 AM
NEWARK 12KV,12kV,No,3340,187,97,0,14,3160,1280,4440,2019,012221106,NEWARK 12KV 1106,Mission,6/2/2025 1:21:05 AM
ROSSMOOR,12kV,Yes,2293,82,27,0,10,3540,2450,5990,2020,014161108,ROSSMOOR 1108,Diablo,6/2/2025 1:21:05 AM
PLUMAS,12kV,Yes,42,15,4,93,0,720,0,720,2021,153731101,PLUMAS 1101,Sacramento,6/2/2025 1:21:05 AM
MT EDEN,12kV,Yes,1205,132,107,0,8,2110,180,2290,2022,013761105,MT EDEN 1105,Mission,6/2/2025 1:21:05 AM
MALAGA,12kV,Yes,17,21,11,1,2,400,8810,9210,2023,254251107,MALAGA 1107,Fresno,6/2/2025 1:21:05 AM
LAKEWOOD,21kV,No,4024,165,61,0,29,6030,490,6520,2024,013532107,LAKEWOOD 2107,Diablo,6/2/2025 1:21:05 AM
EL PECO,12kV,No,84,34,5,245,1,3760,1660,5420,2025,253981105,EL PECO 1105,Yosemite,6/2/2025 1:21:05 AM
DAIRYVILLE,12kV,No,516,71,8,113,0,1530,310,1840,2026,103341101,DAIRYVILLE 1101,North Valley,6/2/2025 1:21:05 AM
SAN JOAQUIN #3,12kV,No,597,104,7,0,1,230,20,250,2027,252531101,SAN JOAQUIN #3 1101,Yosemite,6/2/2025 1:21:05 AM
LAKEWOOD,20.78kV,No,1089,182,54,0,,138,165,303,2028,013532111,LAKEWOOD 2111,Diablo,10/1/2025 7:51:51 AM
EL PATIO,12kV,No,1539,56,46,0,3,150,980,1130,2029,082921114,EL PATIO 1114,De Anza,6/2/2025 1:21:05 AM
OAKLAND C,12kV,No,54,85,60,0,4,0,0,0,2030,012011102,OAKLAND C 1102,East Bay,6/2/2025 1:21:05 AM
PENRYN,12kV,No,1726,174,21,36,3,6080,710,6790,2031,152561105,PENRYN 1105,Sierra,6/2/2025 1:21:05 AM
CLOVIS,12kV,No,2150,296,77,1,4,3780,120,3900,2032,254081105,CLOVIS 1105,Fresno,6/2/2025 1:21:05 AM
FORESTHILL,12kV,No,2129,137,16,0,0,1950,290,2240,2033,152181101,FORESTHILL 1101,Sierra,6/2/2025 1:21:05 AM
BOGUE,12kV,No,1759,85,14,114,2,5340,570,5910,2034,153781106,BOGUE 1106,Sacramento,6/2/2025 1:21:05 AM
SWIFT,21kV,No,4665,124,32,0,8,8740,480,9220,2035,083392109,SWIFT 2109,San Jose,6/2/2025 1:21:05 AM
CASTRO,4.16kV,No,1627,105,9,0,0,500,40,540,2036,022480401,CASTRO 0401,San Francisco,6/2/2025 1:21:05 AM
MESA,12kV,Yes,1001,56,26,111,4,3640,470,4110,2037,182821104,MESA 1104,Los Padres,6/2/2025 1:21:05 AM
TRIMBLE,12kV,Yes,1,399,178,1,6,580,650,1230,2038,083801103,TRIMBLE 1103,San Jose,6/2/2025 1:21:05 AM
ASHLAN AVE,12kV,No,3021,133,18,0,6,3240,100,3340,2039,252051116,ASHLAN AVE 1116,Fresno,6/2/2025 1:21:05 AM
RICE,12kV,Yes,314,81,7,197,3,2860,360,3220,2040,062831103,RICE 1103,Sacramento,6/2/2025 1:21:05 AM
MC CALL,12kV,Yes,1250,282,128,19,32,3630,70,3700,2041,254121105,MC CALL 1105,Fresno,6/2/2025 1:21:05 AM
SAN LEANDRO U,12kV,No,4138,302,72,0,16,1100,1250,2350,2042,013111102,SAN LEANDRO U 1102,Mission,6/2/2025 1:21:05 AM
WEST FRESNO,12kV,No,710,97,69,0,15,760,0,760,2043,253731102,WEST FRESNO 1102,Fresno,6/2/2025 1:21:05 AM
MADERA,12kV,Yes,470,82,46,27,1,2630,310,2940,2044,252761112,MADERA 1112,Yosemite,6/2/2025 1:21:05 AM
BERKELEY F,4.16kV,Yes,345,5,1,0,3,130,40,170,2045,012060408,BERKELEY F 0408,East Bay,6/2/2025 1:21:05 AM
OLIVEHURST,12kV,No,1227,39,5,0,1,1750,140,1890,2046,152901102,OLIVEHURST 1102,Sacramento,6/2/2025 1:21:05 AM
MADERA,12kV,No,1931,148,84,2,15,3940,120,4060,2047,252761106,MADERA 1106,Yosemite,6/2/2025 1:21:05 AM
BARTON,12kV,No,1588,170,32,0,5,1330,510,1840,2048,253571102,BARTON 1102,Fresno,6/2/2025 1:21:05 AM
PORTOLA,4.16kV,No,1034,32,7,0,2,520,50,570,2049,022610402,PORTOLA 0402,San Francisco,6/2/2025 1:21:05 AM
BIOLA,12kV,Yes,297,47,3,237,0,1130,990,2120,2050,252211104,BIOLA 1104,Fresno,6/2/2025 1:21:05 AM
MENLO,4.16kV,No,588,36,6,1,2,1990,230,2220,2051,024130404,MENLO 0404,Peninsula,6/2/2025 1:21:05 AM
LOCKHEED NO 2,12kV,No,0,4,24,0,0,0,0,0,2052,083001107,LOCKHEED NO 2 1107,De Anza,6/2/2025 1:21:05 AM
PINE GROVE,12kV,Yes,1227,150,8,3,2,2630,240,2870,2053,163751101,PINE GROVE 1101,Stockton,6/2/2025 1:21:05 AM
SAN RAMON,21kV,Yes,732,113,114,0,12,9370,6400,15770,2054,014232116,SAN RAMON 2116,Mission,6/2/2025 1:21:05 AM
ASHLAN AVE,21kV,No,2091,161,44,0,3,5670,170,5840,2055,252052105,ASHLAN AVE 2105,Fresno,6/2/2025 1:21:05 AM
CHICO B,12kV,No,1906,235,41,2,10,3720,370,4090,2056,102491105,CHICO B 1105,North Valley,6/2/2025 1:21:05 AM
COLUSA,12kV,No,69,36,6,120,0,1700,6110,7810,2057,062021105,COLUSA 1105,Sacramento,6/2/2025 1:21:05 AM
KINGSBURG,12kV,No,1465,77,17,485,6,6440,2560,9000,2058,252241116,KINGSBURG 1116,Fresno,6/2/2025 1:21:05 AM
STOCKDALE,12kV,No,1042,135,130,0,11,2010,320,2330,2059,254071108,STOCKDALE 1108,Kern,6/2/2025 1:21:05 AM
SAN LUIS OBISPO,12kV,No,3009,438,143,4,19,2590,240,2830,2060,182631101,SAN LUIS OBISPO 1101,Los Padres,11/3/2025 11:41:51 AM
SAN RAMON,21kV,No,2557,244,125,0,16,1870,690,2560,2061,014232110,SAN RAMON 2110,Mission,6/2/2025 1:21:05 AM
MAGUNDEN,12kV,Yes,1612,77,30,41,8,4070,1430,5500,2062,252771108,MAGUNDEN 1108,Kern,6/2/2025 1:21:05 AM
SAN CARLOS,12kV,Yes,0,140,109,0,6,1440,250,1690,2063,024181102,SAN CARLOS 1102,Peninsula,6/2/2025 1:21:05 AM
FOOTHILL,12kV,No,2390,134,60,3,13,4460,11360,15820,2064,182951102,FOOTHILL 1102,Los Padres,6/2/2025 1:21:05 AM
PARKWAY,12kV,No,2284,182,94,0,22,3550,420,3970,2065,042051103,PARKWAY 1103,North Bay,6/2/2025 1:21:05 AM
MIDDLE RIVER,12kV,Yes,19,22,11,26,31,1170,2600,3770,2066,162091102,MIDDLE RIVER 1102,Stockton,6/2/2025 1:21:05 AM
CLOVIS,21kV,No,3695,413,177,0,15,2490,1050,3540,2067,254082111,CLOVIS 2111,Fresno,6/2/2025 1:21:05 AM
WAHTOKE,12kV,No,1460,88,71,55,3,4700,100,4800,2068,254531110,WAHTOKE 1110,Fresno,6/2/2025 1:21:05 AM
CARUTHERS,12kV,Yes,879,115,33,182,2,6700,3560,10260,2069,252371102,CARUTHERS 1102,Fresno,6/2/2025 1:21:05 AM
ARBUCKLE,12kV,Yes,474,81,13,137,8,4610,5910,10520,2070,062081101,ARBUCKLE 1101,Sacramento,6/2/2025 1:21:05 AM
MARINA (F),4.16kV,No,1846,150,23,0,2,40,0,40,2071,022780405,MARINA (F) 0405,San Francisco,6/2/2025 1:21:05 AM
ASHLAN AVE,20.78kV,No,601,83,11,0,,1793,1808,3601,2072,252052115,ASHLAN AVE 2115,Fresno,10/1/2025 7:51:54 AM
JARVIS,12kV,No,2668,139,23,2,,4476,4703,9179,2073,013501110,JARVIS 1110,Mission,10/1/2025 7:51:54 AM
LAKEWOOD,21kV,Yes,1207,62,10,0,2,1790,1110,2900,2074,013532227,LAKEWOOD 2227,Diablo,6/2/2025 1:21:05 AM
JERSEY ISLAND,4.16kV,Yes,2,3,1,0,0,0,0,0,2075,018320401,JERSEY ISLAND 0401,Diablo,6/2/2025 1:21:05 AM
CARNERAS,12kV,Yes,1,8,14,16,0,1910,5290,7200,2076,252321103,CARNERAS 1103,Kern,6/2/2025 1:21:05 AM
FULTON,12kV,No,2678,420,119,12,26,6410,780,7190,2077,042561107,FULTON 1107,Sonoma,6/2/2025 1:21:05 AM
SALINAS,12kV,No,6781,194,67,1,12,6500,1140,7640,2078,182011105,SALINAS 1105,Central Coast,6/2/2025 1:21:05 AM
MILLBRAE,4.16kV,No,1403,79,10,0,,632,690,1322,2079,022690404,MILLBRAE 0404,Peninsula,10/1/2025 7:51:52 AM
TIDEWATER,20.78kV,Yes,2341,226,73,0,19,3260,140,3400,2080,014652105,TIDEWATER 2105,Diablo,10/1/2025 11:34:21 AM
RICHMOND R,12kV,Yes,1090,130,34,1,0,1040,30,1070,2081,013471121,RICHMOND R 1121,East Bay,10/1/2025 11:34:22 AM
TEMBLOR,21kV,Yes,0,15,17,7,0,6120,0,6120,2082,252552103,TEMBLOR 2103,Kern,6/2/2025 1:21:05 AM
OAKLAND D,4.16kV,No,1116,42,5,0,2,420,10,430,2083,012040408,OAKLAND D 0408,East Bay,6/2/2025 1:21:05 AM
EL PATIO,12kV,Yes,1985,126,53,0,32,2440,1330,3770,2084,082921105,EL PATIO 1105,De Anza,6/2/2025 1:21:05 AM
BELLE HAVEN,4.16kV,No,1151,42,6,0,6,700,100,800,2085,024020408,BELLE HAVEN 0408,Peninsula,6/2/2025 1:21:05 AM
PLACERVILLE,12kV,No,434,142,23,0,0,930,70,1000,2086,153081109,PLACERVILLE 1109,Sierra,6/2/2025 1:21:05 AM
ORTIGA,12kV,Yes,1393,81,34,176,10,11240,3600,14840,2087,254311106,ORTIGA 1106,Yosemite,6/2/2025 1:21:05 AM
DINUBA,12kV,No,1018,80,15,250,4,2140,280,2420,2088,254091105,DINUBA 1105,Fresno,6/2/2025 1:21:05 AM
CANTUA,12kV,Yes,0,3,1,46,10,2590,900,3490,2089,253591101,CANTUA 1101,Fresno,6/2/2025 1:21:05 AM
PLACER,12kV,No,836,235,35,0,13,1130,210,1340,2090,152461101,PLACER 1101,Sierra,6/2/2025 1:21:05 AM
CHESTER,12kV,No,789,182,23,1,,264,568,832,2091,103181101,CHESTER 1101,North Valley,10/1/2025 7:51:52 AM
BONITA,12kV,No,77,18,1,170,,3742,3842,7584,2092,255391103,BONITA 1103,Yosemite,10/1/2025 7:51:52 AM
OAKLAND X,12kV,No,8172,306,39,0,,2005,2119,4124,2093,012541102,OAKLAND X 1102,East Bay,10/1/2025 11:34:21 AM
OAKLAND X,12kV,No,2480,170,24,0,,621,726,1347,2094,012541114,OAKLAND X 1114,East Bay,10/1/2025 11:34:21 AM
TASSAJARA,20.78kV,No,2554,419,104,1,26,6210,420,6630,2095,014662108,TASSAJARA 2108,Diablo,10/1/2025 11:34:23 AM
LAS POSITAS,20.78kV,No,1313,467,278,0,,5838,6928,12766,2096,014402105,LAS POSITAS 2105,Mission,10/1/2025 7:51:53 AM
KING CITY,12kV,No,1821,149,36,6,,2628,2830,5458,2097,182031103,KING CITY 1103,Central Coast,10/1/2025 7:51:53 AM
HURON,12kV,Yes,7,4,2,17,4,780,0,780,2098,253161108,HURON 1108,Fresno,6/2/2025 1:21:05 AM
